ip,app,device,os,channel,click_time,attributed_time
157880,15,1,6,245,60216,1000000
61132,19,0,0,213,60217,56
39839,8,1,13,140,60217,1000000
127339,19,0,24,343,60217,31189
172836,66,1,22,101,60217,85
3882,60,1,22,21,60218,33817
149550,19,96,50,213,60218,59
91611,18,1,13,107,60218,1000000
212084,15,1,19,245,60219,1000000
184266,18,1,19,126,60219,28435
16535,19,33,29,213,60219,35
194289,64,1,19,459,60220,1000000
75685,2,1,13,477,60220,1000000
34663,9,1,13,232,60221,1000000
90986,3,1,25,379,60222,60299
131635,2,1,19,205,60222,1000000
127773,29,1,19,343,60222,60969
113960,15,1,19,140,60223,1000000
105560,3,1,13,417,60224,1000000
106014,72,1,8,101,60224,930
205301,18,3032,607,107,60225,1000000
26661,3,1,13,205,60225,1000000
146832,19,40,24,213,60226,59
202768,13,1,13,400,60226,1000000
202155,10,1,19,317,60227,1000000
73487,24,1,6,105,60227,27565
14137,2,1,18,258,60228,1000000
12140,15,1,13,278,60229,1000000
181079,19,0,0,213,60229,208
57703,20,1,13,478,60230,65175
143418,11,1,13,325,60230,1000000
83366,9,1,13,215,60231,1000000
77391,35,1,13,274,60231,5349
194240,19,78,0,213,60231,51
131520,14,1,25,480,60231,1000000
73516,3,1,10,153,60232,1000000
105368,20,1,53,259,60233,1000000
141339,29,1,13,101,60233,43
53454,20,2,9,259,60234,1000000
10274,3,1,13,153,60234,5013
56516,15,1,13,245,60235,1000000
86008,35,1,19,274,60235,7382
202637,35,1,19,274,60235,22727
132814,34,1,22,243,60235,334
144140,48,1,13,213,60235,290
14187,18,1,19,439,60235,1000000
104437,45,1,19,213,60236,234
167477,15,1,13,140,60236,1000000
101730,2,1,13,122,60237,1000000
191000,19,0,0,213,60238,190
195808,2,1,19,477,60238,1000000
99944,29,1,19,213,60239,3298
111025,1,1,15,134,60239,1000000
22382,15,1,32,245,60240,1000000
127875,35,1,19,274,60240,28482
77437,18,1,19,121,60240,20120
71575,21,1,32,128,60240,1000000
20570,19,3033,24,213,60241,1079
85758,35,1,13,274,60241,34900
200454,3,1,1,205,60241,48
171043,2,1,30,401,60241,1000000
80450,15,1,40,315,60242,1000000
194602,19,0,21,282,60243,78
49383,3,1,53,137,60243,1000000
5596,14,1,9,463,60244,1000000
25737,2,1,19,205,60245,1000000
104622,13,1,27,477,60246,1000000
180967,19,0,29,213,60246,232
49383,12,1,14,265,60247,1000000
155073,19,0,0,213,60247,73479
212251,6,1,17,125,60247,1000000
204114,19,0,24,343,60248,1000000
23561,37,1,25,282,60249,55186
105101,15,1,13,245,60249,1000000
144101,16,1,13,243,60249,282
73100,2,1,17,469,60250,1000000
47087,35,1,13,274,60250,27750
209663,2,1,3,205,60251,1000000
43411,3,1,19,135,60251,1000000
147153,3,1,18,379,60252,1
204196,19,166,24,282,60252,42
67535,2,1,13,477,60252,1000000
116571,35,1,19,21,60253,17774
99292,3,1,13,417,60253,1000000
138678,35,1,10,21,60254,44636
121654,6,1,13,125,60254,1000000
188409,84,0,21,101,60254,171
165085,6,1,13,125,60255,1000000
64567,21,2,19,128,60256,1000000
137473,29,1,13,213,60256,72
178385,24,1,13,178,60256,1000000
196417,246,399,29,333,60256,22
12505,2,1,1,205,60257,1000000
5348,3,1,37,280,60257,35
106210,8,1,19,145,60258,1000000
197990,2,1,22,236,60259,1000000
20930,14,1,19,349,60259,21689
138117,29,1,18,282,60260,25
41200,6,1,20,125,60260,1000000
140436,19,0,24,213,60260,50
190695,10,1,12,113,60260,1
49168,2,1,20,477,60260,1000000
132755,1,1,16,125,60261,1000000
199640,18,1,27,121,60262,1000000
32976,8,1,32,259,60263,1000000
26995,18,1,18,121,60264,1000000
46438,18,1,19,107,60264,1486
26556,21,1,13,128,60264,1000000
121894,2,1,32,237,60265,1000000
106524,12,1,16,259,60266,1000000
167248,26,1,18,266,60266,1000000
167583,3,1,30,442,60267,1000000
85026,19,0,38,343,60268,1324
41082,9,1,19,334,60268,134
33008,20,1,13,259,60268,84
211550,15,1,19,245,60268,1000000
24311,12,1,18,245,60269,1000000
72325,64,1,15,459,60269,1000000
52043,12,2,18,178,60270,1000000
80275,35,1,13,274,60270,1117
122857,9,1,13,442,60271,1000000
112341,12,1,13,328,60272,1000000
148788,29,1,17,210,60272,49801
93780,1,1,19,134,60272,1000000
90758,14,1,15,123,60273,1000000
198355,29,1,16,213,60274,537
18491,14,1,115,123,60274,1000000
85329,14,1,13,123,60275,1000000
155753,35,1,19,274,60275,34056
56234,3,1,13,137,60276,1000000
54976,17,1,6,280,60276,1000000
83366,15,1,16,245,60277,1000000
124593,11,1,19,325,60277,63412
144196,17,1,47,134,60278,1000000
177949,19,0,29,213,60278,48
138376,1,1,13,134,60278,1000000
64400,35,1,8,274,60279,5193
44518,8,1,17,145,60279,39852
115717,18,1,19,121,60279,1000000
50461,23,1,19,153,60280,1000000
181893,3,1,40,442,60280,37
4646,2,1,13,212,60281,1000000
128065,19,0,24,343,60281,83285
132269,8,1,25,259,60281,1000000
71128,107,1,17,171,60282,81907
61081,12,1,6,245,60282,1000000
11820,19,0,38,213,60282,36437
146604,19,0,24,213,60282,95
81837,29,1,13,343,60283,33156
41437,15,2,13,3,60283,1000000
27336,9,2,17,244,60284,1000000
33306,24,1,19,178,60284,1000000
125295,9,1,34,258,60285,1000000
148350,66,1,16,101,60286,76
72114,3,1,20,489,60286,1000000
148529,72,1,19,101,60287,19
109735,12,1,8,145,60287,1000000
21694,1,1,1,125,60288,1000000
85644,18,1,19,121,60288,1000000
150994,9,1,13,445,60289,74729
120911,19,399,29,213,60289,1000000
144490,15,1,53,245,60290,1000000
105560,29,1,13,343,60290,18
153133,3,1,13,424,60291,1000000
137052,265,40,24,101,60291,32252
163712,18,3032,607,107,60292,1000000
2488,35,1,19,21,60292,29096
29785,18,1,8,121,60293,1000000
170749,3,1,40,409,60293,47
31624,14,1,12,439,60293,1000000
187949,19,0,0,213,60294,77
205164,9,1,9,258,60294,1000000
117086,35,1,22,274,60294,6129
13647,15,1,19,140,60295,1000000
18408,1,1,22,134,60296,1000000
202408,19,0,24,213,60296,51
90920,9,1,15,134,60296,1000000
24904,23,1,9,153,60297,1000000
62223,2,1,22,122,60298,1000000
188209,18,1,10,107,60298,70404
102264,18,1,13,121,60299,1000000
32914,11,1,19,219,60299,54193
73031,18,1,19,107,60300,1000000
133493,145,82,24,320,60300,265
175880,29,1,25,101,60300,1767
195104,35,1,13,274,60300,73351
26622,8,1,19,145,60300,1000000
19186,35,1,13,21,60301,26396
141928,9,1,20,258,60301,1000000
172236,29,1,20,213,60301,59
95766,18,1,19,121,60302,1000000
136387,19,0,29,213,60302,29
156664,35,1,13,274,60302,26192
142980,8,1,41,145,60303,1000000
39193,12,1,13,178,60303,1000000
43855,51,0,21,203,60304,33596
113498,18,1,19,107,60304,1000000
87073,29,2,19,343,60305,41056
129981,35,1,10,274,60305,14713
26799,18,1,10,107,60305,1000000
167082,108,1,17,243,60305,54
203119,19,0,24,213,60305,802
191846,2,1,66,219,60306,1000000
26310,20,1,19,259,60306,35874
121207,19,0,24,347,60306,57764
92735,18,1,2,134,60307,1000000
96831,103,1,19,21,60307,74122
71711,24,1,18,178,60307,1000000
176602,15,1,6,153,60308,29
39782,15,1,13,245,60308,1000000
173795,9,1,19,232,60308,44864
95856,35,1,18,21,60309,28321
59896,3,1,13,379,60309,1000000
109899,9,1,32,442,60310,1000000
198183,18,1,30,121,60310,1000000
41463,2,1,17,477,60311,1000000
60111,35,1,18,21,60311,28624
111008,18,1,13,121,60311,1931
160493,25,1,18,259,60312,1000000
48840,21,1,13,128,60312,1000000
64345,10,1,19,377,60313,76406
48676,15,1,13,245,60313,1000000
93814,9,1,23,134,60314,1000000
86353,15,1,20,245,60315,1000000
10959,29,1,19,213,60315,506
176602,14,1,6,349,60315,31
61787,3,1,25,489,60315,1000000
26784,23,1,13,153,60316,1000000
32697,78,0,67,224,60316,49228
169671,121,1,18,203,60316,174
88157,12,1,13,205,60317,1000000
94076,35,1,13,21,60318,23465
56043,15,1,19,3,60318,1000000
76727,2,1,14,212,60319,1000000
39464,481,1,13,213,60319,50
106585,35,1,13,21,60319,40125
37813,2,1,19,122,60319,1000000
39782,12,1,13,245,60320,1000000
47747,35,1,18,21,60321,7178
179156,145,7,21,320,60321,38
162201,18,1,19,107,60321,1000000
29923,35,1,13,274,60322,15526
174119,12,1,22,178,60322,1000000
56361,2,1,13,477,60323,1000000
129072,3,1,1,424,60324,26
170526,35,1,17,274,60324,31812
110314,2,1,13,477,60324,1000000
117361,9,1,19,134,60325,1000000
26814,23,1,32,153,60325,1000000
37402,12,1,9,259,60326,1000000
85107,2,1,13,212,60327,1000000
172483,12,1,13,282,60327,18
4496,14,1,13,463,60328,1000000
201182,9,1,19,134,60329,1000000
167190,5,1,17,113,60329,31
45745,12,2,17,265,60329,1000000
67560,9,1,13,215,60330,1000000
166443,9,1,19,134,60331,1000000
197556,35,1,13,274,60331,22516
187478,19,18,0,213,60332,140
118357,1,1,17,134,60332,1000000
92670,12,2,9,245,60333,1000000
29315,52,1,19,379,60334,39965
72617,8,1,22,145,60334,1000000
146100,14,1,13,134,60334,63217
100043,15,1,13,111,60335,1000000
187293,19,0,38,268,60335,723
99682,12,1,22,205,60335,1000000
95225,35,1,40,21,60335,51234
74205,8,1,13,145,60336,1000000
37162,12,1,19,245,60337,1000000
55080,35,1,22,21,60337,19742
25679,18,1,19,121,60338,1000000
112086,2,1,56,205,60339,1000000
39083,32,1,19,376,60339,29952
180209,15,1,19,245,60339,1000000
59955,9,1,20,244,60340,27983
123218,13,1,19,477,60340,1000000
37774,9,1,13,134,60341,1000000
156136,29,1,22,282,60341,112
155443,19,0,24,213,60342,871
84329,13,1,20,477,60342,1000000
147691,35,1,19,21,60342,26169
185620,19,109,29,213,60342,128
201220,19,95,21,213,60342,74950
102066,10,1,19,377,60343,36146
73482,35,1,10,274,60343,16853
123817,19,0,0,213,60343,78
44067,2,1,28,122,60343,1000000
172164,35,1,19,21,60344,28863
50251,8,1,19,145,60344,1000000
35814,18,1,17,134,60345,1000000
155694,35,1,19,274,60346,2850
48997,35,1,19,274,60346,3330
133568,9,1,22,134,60346,44228
84901,18,1,13,107,60346,1000000
25719,9,1,20,232,60347,1000000
9190,14,1,41,489,60347,1000000
84644,19,0,0,347,60348,277
125271,13,1,14,477,60348,1000000
100149,25,1,37,259,60349,1000000
10806,19,0,29,343,60349,32835
103203,10,1,13,377,60350,18678
129094,12,1,19,245,60350,1000000
86865,35,1,19,21,60350,1462
153009,66,1,19,101,60350,197
107276,3,1,6,280,60351,1000000
178033,35,1,8,274,60351,5394
155273,120,89,21,320,60351,107
91749,11,1,14,219,60352,1000000
121287,35,1,19,21,60352,22443
90818,19,211,29,213,60352,137
29533,26,1,19,121,60353,1000000
83077,35,1,13,21,60353,1944
7793,2,1,12,258,60353,1000000
53040,107,1,13,171,60354,50883
43725,13,1,19,469,60354,1000000
44410,12,1,13,178,60355,1000000
202015,72,1,18,101,60356,152
94188,8,1,17,145,60356,1000000
60809,19,16,0,213,60356,99
102919,8,1,16,145,60357,1000000
47595,18,3032,607,420,60358,1000000
116461,2,1,19,477,60358,1000000
67761,29,1,10,282,60359,55
49582,20,2,18,259,60359,1000000
49044,19,0,29,347,60359,33918
119369,3,1,3,130,60359,723
7208,15,1,13,245,60360,57455
74860,25,1,19,259,60360,1000000
149476,3,1,28,480,60360,42
156630,51,0,21,203,60360,61
130834,3,2,56,153,60361,1000000
9366,2,1,13,477,60362,1000000
69975,3,1,3,379,60363,1000000
61833,35,1,28,21,60363,69278
105560,14,1,22,463,60364,1000000
174813,9,1,13,244,60364,73346
67012,15,1,17,130,60364,1000000
134466,35,1,10,21,60364,29474
169062,72,1,25,101,60365,25507
38203,19,0,0,347,60365,25640
79881,2,1,8,122,60365,1000000
49856,2,1,22,237,60366,1000000
92852,12,1,19,178,60367,1000000
35010,19,417,24,333,60367,29885
3994,25,1,19,259,60367,690
128844,72,1,19,101,60367,218
144679,18,1,22,134,60368,66101
81522,3,1,18,280,60368,1000000
191321,18,1,23,121,60368,1000000
54157,3,1,16,115,60369,1000000
92673,3,1,28,153,60370,1000000
207816,18,1,20,121,60370,51496
190093,19,0,0,347,60371,65073
83348,15,1,23,245,60371,1000000
93340,2,1,9,212,60372,1000000
143457,8,1,13,145,60372,1000000
184492,3,1,19,280,60372,30413
63753,35,1,25,274,60372,4224
14015,35,1,17,21,60373,27804
201182,15,1,13,140,60373,1000000
147688,128,1,13,243,60374,54
70975,26,1,13,121,60374,1000000
98012,35,1,13,21,60374,25620
159341,3,1,19,137,60375,1000000
96038,8,1,13,145,60376,1000000
91885,18,1,20,121,60377,1000000
129535,18,1,19,107,60377,70501
50251,8,1,19,145,60377,1000000
38422,35,1,37,21,60378,25466
79827,18,1,17,107,60378,1000000
198320,72,1,17,101,60379,41
1176,3,1,19,379,60379,1000000
198953,19,0,84,333,60379,65688
35282,1,1,13,134,60380,1000000
17766,8,1,25,145,60381,1000000
48247,26,1,25,121,60382,1000000
39027,35,1,19,274,60382,12710
41851,64,1,19,459,60383,1000000
102435,20,1,13,259,60383,1000000
37515,19,0,0,347,60384,589
96989,2,1,3,212,60384,1000000
166874,14,1,53,480,60385,1000000
201046,19,0,0,213,60385,90
53204,2,1,8,122,60386,1000000
189341,25,1,13,259,60386,1000000
185617,19,169,29,213,60387,1524
199280,244,1,9,101,60387,536
27948,103,1,17,21,60387,50166
7283,12,1,19,245,60387,1000000
69056,19,0,29,213,60388,32
61424,3,1,19,280,60388,1000000
170923,23,1,16,153,60389,1000000
130012,35,1,18,274,60390,25946
123596,3,1,12,280,60390,1000000
90655,9,1,6,232,60391,1000000
36213,2,2,17,205,60392,1000000
192244,35,1,19,274,60392,28777
199891,3,1,19,19,60392,1838
79881,2,1,16,122,60392,1000000
65598,19,114,0,333,60393,139
170174,15,1,13,259,60393,1000000
39756,3,1,47,135,60394,1000000
118252,6,1,16,459,60395,1000000
31429,8,1,19,145,60396,1000000
79881,15,1,19,140,60397,1000000
73516,10,1,6,113,60397,5356
37295,15,1,19,245,60398,1000000
8179,10,1,15,317,60398,21524
73065,2,1,10,122,60398,47364
24847,18,3032,607,107,60398,1000000
19775,3,1,13,480,60399,1000000
158811,2,1,19,243,60400,1000000
182492,29,1,18,213,60400,188
137089,35,1,19,274,60401,24184
79881,3,1,15,173,60401,269
99896,9,1,13,442,60401,1000000
197214,35,1,19,21,60401,24184
60163,15,1,18,3,60402,1000000
116425,2,1,20,364,60402,1000000
157537,19,16,0,333,60403,75
167095,2,1,35,236,60403,26889
116831,2,1,22,364,60403,1000000
43093,29,1,13,213,60403,22
73487,12,1,19,326,60404,1000000
17976,25,1,19,259,60405,1000000
11218,20,1,13,259,60406,49313
58669,2,1,3,477,60406,1000000
92489,35,1,18,21,60406,54292
100212,12,1,10,259,60407,1000000
140551,19,0,0,213,60407,47
192673,35,1,13,274,60407,31567
114276,25,1,13,259,60407,1000000
158060,10,1,15,113,60408,36
1289,12,1,13,245,60408,1000000
100508,24,1,9,105,60409,1000000
178205,3,1,13,19,60410,1000000
46637,2,1,19,122,60411,1000000
37150,3,1,13,137,60412,1000000
194802,9,1,19,134,60413,1000000
6294,35,1,10,21,60413,49543
131297,15,1,13,245,60414,1000000
199747,11,1,13,219,60414,1000000
191616,19,40,24,213,60415,207
44328,21,1,19,128,60415,1000000
172421,5,1,9,113,60416,32
8352,82,1,22,21,60416,26535
114235,18,1,19,107,60416,1000000
22818,35,1,19,274,60416,20620
192093,72,1,19,101,60416,252
141606,3,1,40,115,60417,41
47199,12,1,19,245,60417,1000000
95766,18,1,27,121,60418,1000000
90053,18,1,19,107,60418,679
76398,24,1,22,105,60418,1000000
171645,37,1,14,282,60419,69
9704,15,1,19,245,60419,1000000
44555,9,1,41,232,60419,21779
197356,14,1,19,401,60420,1000000
136474,35,1,18,274,60421,8629
73516,13,1,18,469,60421,1000000
166014,15,1,13,386,60422,1000000
81549,34,1,19,243,60422,56471
108635,3,1,13,452,60423,1000000
80306,35,1,28,274,60423,3380
52076,3,1,36,409,60424,1000000
26556,3,1,13,130,60425,1000000
102831,35,1,22,274,60425,24453
127561,19,6,29,213,60425,139
54079,20,1,32,259,60425,1000000
193434,12,1,19,326,60426,1000000
58404,15,1,19,245,60427,1000000
42585,9,1,19,334,60428,1000000
78955,35,1,13,274,60429,30111
114276,9,1,19,215,60429,1000000
133512,66,1,19,101,60429,220
47231,21,1,22,128,60429,1000000
69462,20,1,13,259,60430,1000000
6135,24,1,19,105,60430,23220
11163,12,1,41,245,60431,1000000
14942,15,1,22,245,60432,1000000
188853,24,1,19,105,60432,5918
45785,2,1,19,477,60433,1000000
104506,32,1,19,376,60433,42840
124285,29,1,19,213,60433,37402
149898,16,1,13,243,60433,40681
119297,18,1,32,439,60433,1000000
91611,9,1,13,215,60434,1000000
154826,24,1,41,178,60435,1000000
22995,35,1,13,21,60435,20880
93132,20,1,19,478,60436,39811
70896,8,1,19,259,60436,1000000
174826,2,1,13,435,60436,23374
91712,20,1,25,259,60437,1000000
9584,2,1,41,477,60437,1000000
18439,14,1,13,463,60438,1000000
34631,9,1,17,134,60439,1000000
4295,14,2,36,123,60439,1000000
84644,8,1,17,145,60440,1510
135448,9,1,19,134,60440,47279
9099,2,1,18,122,60440,1000000
75754,19,96,50,213,60441,98
44860,8,1,19,259,60441,1000000
86781,19,0,21,213,60441,27090
127653,1,1,6,349,60442,1000000
66003,21,1,13,128,60443,1000000
93021,12,1,15,326,60443,429
172147,18,1,17,121,60443,1000000
1890,21,1,19,128,60444,1000000
81282,17,1,15,280,60445,1000000
171432,19,0,24,213,60445,139
106757,15,1,13,245,60446,1000000
137760,9,1,22,258,60446,1000000
92575,35,1,13,274,60447,3971
38149,25,1,6,259,60447,1000000
188570,35,1,12,21,60447,31770
98760,1,1,17,137,60448,1000000
72893,39,1,19,213,60448,251
76740,9,1,13,232,60449,1000000
107708,15,1,18,140,60449,1000000
68523,18,1,19,107,60450,41348
111668,12,1,30,145,60450,1000000
2095,29,1,19,343,60450,4950
90891,15,1,19,245,60451,1000000
211076,29,1,19,333,60451,92
134075,19,6,29,213,60451,484
139014,29,1,19,213,60451,80
8482,19,0,24,213,60452,312
114653,2,1,10,477,60452,1000000
11997,12,1,19,245,60452,1000000
109526,1,1,10,125,60453,1000000
156535,145,357,24,320,60454,61
188301,15,1,18,245,60454,1000000
55786,8,1,18,259,60454,56855
193464,12,1,17,245,60455,1000000
149607,29,2,17,101,60455,84
111547,11,1,13,173,60455,1000000
44304,17,1,27,280,60456,1000000
210091,2,2,27,122,60457,1000000
116725,11,1,19,219,60458,1000000
198837,19,172,59,210,60458,67000
145519,3,1,13,110,60458,2833
86767,3,1,19,130,60459,1000000
86452,2,1,41,212,60459,1000000
89274,3,1,25,135,60460,1000000
57341,35,1,13,21,60460,36853
76398,8,1,22,259,60461,1000000
212349,24,1,15,178,60462,1000000
182078,19,0,24,268,60462,58559
119284,3,1,8,137,60462,1000000
150203,29,1,18,213,60462,372
133038,39,1,14,213,60463,470
65687,12,1,18,178,60463,1000000
79614,9,1,15,215,60464,1000000
89582,9,1,13,258,60465,1000000
65813,6,1,13,125,60465,1000000
203534,35,1,19,21,60465,17033
109266,9,2,5,258,60466,1000000
143675,19,0,21,282,60466,72
181863,105,1,19,451,60467,34
122582,15,1,13,386,60467,1000000
76617,1,1,13,125,60467,34976
25097,8,1,12,145,60468,1000000
162406,35,1,19,274,60468,28477
148485,1,1,20,134,60468,1000000
209450,35,1,19,274,60469,18133
100859,15,1,17,245,60469,7019
141905,35,1,19,21,60469,34271
44351,8,1,18,145,60469,1000000
182645,35,1,17,274,60470,43954
136442,12,1,32,424,60470,1000000
204164,35,1,25,274,60470,30815
22117,2,1,11,364,60471,1000000
104468,35,1,17,21,60471,28188
4052,3,1,1,424,60472,1000000
23316,35,1,19,21,60472,38703
26589,2,1,12,364,60472,1000000
176124,34,1,22,243,60473,139
149275,10,1,22,377,60473,1000000
188387,12,1,19,328,60474,1000000
150480,162,1,19,213,60474,184
9330,15,1,23,245,60475,1000000
96898,8,1,19,145,60475,52179
4361,20,1,13,259,60475,1000000
173030,12,1,6,497,60476,49
73305,12,1,8,497,60476,1000000
7195,35,1,19,21,60477,28731
36620,19,0,24,213,60477,70
64026,13,1,10,477,60477,1000000
64464,35,1,19,21,60477,19909
61656,19,768,38,213,60478,29026
4393,9,1,18,442,60478,1000000
131696,19,0,21,213,60479,92
99810,15,1,25,245,60479,1000000
135798,19,0,21,213,60479,217
97684,12,2,40,145,60479,1000000
205733,72,1,19,101,60480,201
18501,8,1,22,145,60480,1000000
138561,14,1,10,401,60481,1000000
204103,115,1,35,203,60481,31
74442,35,1,13,274,60482,465
181757,251,1,13,268,60482,748
28283,23,1,19,153,60482,1000000
151650,84,0,24,101,60482,272
139516,12,1,19,245,60483,1000000
5442,2,1,19,435,60483,1000000
118625,14,1,13,439,60484,1000000
72357,35,1,18,21,60485,25951
159000,37,1,49,282,60485,262
7962,13,1,13,477,60485,1000000
3111,35,1,13,274,60485,29124
116831,8,2,27,259,60486,1000000
181671,2,1,10,258,60487,1000000
73516,15,1,8,140,60487,1000000
58072,9,1,20,134,60488,1000000
2698,21,1,3,128,60489,1000000
93733,35,1,10,274,60490,47454
155293,18,1,17,121,60490,1000000
174734,9,1,17,442,60491,45266
6336,15,1,19,278,60491,1000000
185319,19,0,24,213,60491,1358
94059,20,1,18,478,60491,36870
207815,9,1,19,442,60491,1000000
103719,15,1,15,130,60492,1000000
30433,9,1,13,134,60492,4
105560,18,1,6,121,60493,1000000
10500,25,1,19,259,60494,1000000
12479,12,2,19,145,60495,1000000
24943,19,0,0,213,60495,53
75200,1,1,6,137,60495,1000000
109644,18,1,19,121,60496,1000000
151165,78,0,67,224,60497,190
108913,15,1,13,130,60497,1000000
90811,2,1,32,477,60498,1000000
42398,2,1,13,469,60499,1000000
204164,35,1,25,274,60499,23286
62391,2,1,13,122,60500,1000000
16011,19,0,29,213,60500,19294
53454,19,0,38,347,60500,9
191572,29,1,19,101,60500,69
31498,17,1,17,134,60500,1000000
18058,2,1,18,122,60501,1000000
200032,39,1,19,101,60502,194
75670,14,2,8,123,60502,1000000
26812,3,1,19,173,60503,1000000
194308,12,1,18,124,60504,1000000
86070,35,1,13,274,60504,39068
115736,1,1,19,134,60504,1000000
4162,2,1,23,435,60505,1000000
49518,18,1,10,107,60506,1000000
167368,3,1,13,173,60507,1000000
159219,19,0,21,210,60507,52619
124310,12,1,19,245,60508,1000000
109394,12,1,17,265,60509,1000000
70563,6,1,26,125,60510,1000000
80035,35,1,9,21,60510,54008
83388,11,1,14,319,60511,1000000
51992,12,1,19,326,60512,1000000
92388,35,1,15,274,60512,32527
11185,9,1,10,134,60512,1000000
104153,115,1,14,203,60513,108
53200,15,1,19,379,60513,1000000
132083,3,1,15,211,60514,1000000
172498,18,1,22,439,60515,1000000
8752,11,1,13,487,60515,58898
209663,2,2,9,205,60516,1000000
70719,1,1,19,178,60517,1000000
126801,10,1,28,113,60517,10
118412,15,1,19,245,60518,1000000
137832,2,1,22,477,60518,1000000
7304,5,1,19,377,60519,1000000
181827,3,1,19,115,60520,1000000
204459,103,1,22,379,60520,100
10031,19,0,21,343,60521,38289
125175,3,1,6,137,60521,1000000
30036,15,1,17,245,60522,1000000
18082,35,1,22,274,60522,22650
78138,2,1,12,469,60523,1000000
6308,2,1,13,452,60523,1000000
34486,2,2,41,205,60524,1000000
70566,9,2,6,215,60525,1000000
9900,2,1,14,212,60526,1000000
166405,9,1,19,232,60526,65714
51992,3,1,13,442,60527,1000000
206147,3,1,19,452,60527,3199
69853,2,1,8,477,60528,1000000
2254,35,1,22,274,60528,6835
96777,20,1,19,259,60528,1000000
176609,29,1,19,213,60529,148
172465,15,1,16,3,60529,1000000
31033,26,1,19,266,60530,1000000
115650,35,1,3,21,60531,50404
53454,2,1,37,435,60531,1000000
209102,19,0,21,213,60531,23306
23526,3,1,19,409,60532,1000000
43308,8,1,19,145,60533,33714
155805,15,1,30,245,60533,1000000
72812,29,1,19,213,60533,32
6640,14,1,13,349,60534,1000000
86767,25,1,19,259,60535,1000000
40194,15,1,13,245,60535,1000000
24266,18,1,27,121,60536,1000000
90818,19,241,24,333,60537,105
114276,2,1,19,477,60537,1000000
165603,29,1,13,343,60538,30746
34486,9,1,19,258,60538,1000000
145837,481,1,13,213,60538,1200
111213,24,1,15,105,60539,1000000
152123,8,1,19,145,60539,48336
185325,103,1,28,213,60539,141
194308,14,1,17,489,60539,1000000
50374,8,1,17,145,60540,57527
29950,25,1,37,259,60540,1000000
161483,19,0,24,213,60540,50
153281,19,0,21,213,60541,105
106541,15,1,14,386,60541,1000000
105269,12,1,13,328,60542,1000000
139204,66,1,19,101,60543,86
99116,3,1,22,115,60543,1000000
192323,12,1,11,245,60544,1000000
206716,35,1,19,274,60544,30413
98435,10,1,13,317,60544,2066
136976,15,1,13,245,60545,1000000
39782,12,1,13,245,60546,1000000
83340,9,1,19,244,60546,2749
179533,18,1,20,121,60546,1000000
173897,19,6,29,213,60547,49
34158,3,1,49,409,60547,1000000
6044,29,1,19,101,60548,228
204086,9,1,37,134,60548,1000000
90607,35,1,19,21,60548,21602
185473,190,1,22,213,60548,180
638,14,1,53,442,60549,1000000
49310,15,1,13,245,60550,1000000
7304,35,1,27,21,60550,48910
46695,12,1,19,265,60551,1000000
15217,18,1,18,107,60551,1000000
115821,8,1,8,140,60552,1000000
49358,15,1,13,245,60553,1000000
167893,72,1,13,101,60554,30023
93082,3,1,6,409,60554,1000000
135157,19,0,21,213,60554,81
59882,2,1,19,122,60555,1000000
103183,18,1,19,107,60556,1000000
109676,15,1,22,140,60557,1000000
75912,29,1,22,343,60557,62410
76453,20,1,19,478,60557,1000000
155646,29,1,1,213,60558,78167
117725,15,1,17,153,60558,1000000
137911,9,1,13,134,60558,22662
4919,29,1,17,282,60559,107
18572,18,1,16,107,60559,1000000
12356,9,1,25,244,60560,54158
114829,35,1,19,274,60560,15445
119893,15,1,16,245,60560,1000000
105569,6,1,30,459,60561,1000000
168243,35,1,19,274,60561,22919
90794,3,1,6,489,60561,40
16032,2,1,13,258,60561,1000000
188027,72,1,19,101,60562,135
20311,2,1,13,477,60562,59811
132402,1,1,13,134,60562,1000000
127560,29,1,19,213,60563,48
121277,3,1,13,137,60563,1000000
18772,13,1,13,477,60564,6304
113540,15,1,10,245,60564,1000000
195804,19,0,0,213,60564,66406
185393,20,1,19,259,60565,1000000
127189,5,1,18,113,60566,35
48240,2,1,19,237,60566,1000000
68823,19,0,21,213,60566,79
77128,2,1,32,377,60567,1000000
48298,9,1,19,334,60568,1000000
75885,29,1,17,210,60568,38796
81476,2,1,10,205,60569,1000000
29467,35,1,25,21,60569,5409
58072,8,1,20,145,60569,1000000
105290,23,1,9,153,60570,1000000
202473,3,1,19,30,60570,60668
96696,1,1,12,134,60571,1000000
112568,8,1,19,145,60572,1000000
14872,18,1,8,121,60573,1000000
46401,15,1,14,245,60574,1000000
67979,18,1,13,107,60575,1000000
22190,15,1,19,430,60576,1000000
200529,34,1,44,243,60576,475
105932,2,1,22,364,60577,1000000
111186,12,1,32,326,60577,1000000
126499,20,1,18,259,60578,1000000
115663,29,1,22,213,60579,36578
73516,14,1,8,379,60579,1000000
85577,15,1,25,245,60580,1000000
142808,19,46,0,282,60581,51928
208120,35,1,19,274,60581,23667
913,12,1,13,245,60581,1000000
194380,207,1,19,213,60581,3134
57519,15,1,20,245,60582,1000000
29070,35,1,19,274,60582,21444
22006,2,1,8,377,60583,1000000
131891,9,1,19,215,60584,1000000
1337,23,1,13,153,60584,1000000
24896,35,1,9,21,60585,25526
